area_id
2
1586
1
1
10
4
2
47
66
104
1
112
104
1
1
83
2
1
11
1
66
2
66
2
1586
3
2
78
1
2089
1586
77
1
2
1586
2
2
88
1586
3
88
1586
1586
113
3
1586
1
2
1890
2
66
47
1
1586
23
1533
17
88
1586
1
26
1374
112
2
1
1
130
3
2
1
104
1
1
1
1
2
1586
1586
41
1400
2
2
17
72
1
2
1691
17
66
1
1
104
113
1586
95
1
1
11
11
2014
70
2
1586
112
88
1
1
2014
102
1586
2
17
2
66
1
1
1586
66
1
1586
47
3
1586
2
2
2014
1
130
2
1586
3
1586
76
130
17
1586
1
1
1586
113
2
1586
1
130
11
2
102
99
2
66
96
2
3
77
20
55
11
113
1
113
1586
66
1498
1586
1586
1
1586
1
1
1
53
1
2
1
66
2088
1
2
2
1586
88
1586
90
2
2
1586
1586
113
83
2
1
49
130
1586
1586
1641
1
1586
130
11
1586
1
2
1
2041
1586
11
1
1
1586
88
1586
1
1
2
130
66
2
1586
130
95
1586
2
107
104
104
2
1
66
26
1586
1
1586
1
1586
99
3
54
5444
26
1586
1
54
11
2074
2
3
2
102
4
112
1
1586
1
77
1586
1
1
1
1
113
2
79
53
1586
1364
99
1586
1586
113
1
83
1
95
77
113
72
112
1
1
102
1
2
54
2
1
112
88
2
1
1586
112
26
1
1586
2
1586
113
1586
1
1931
1
41
1424
2
2
88
104
2
1
1424
1498
2
1586
2014
1641
2
1586
55
1586
11
2
2
1586
2
1586
1
43
102
66
1
2
53
1
1586
212
11
66
104
2
4
1586
1586
1586
49
4
104
2
41
99
99
1586
102
1
66
1
1691
1
78
66
77
2
11
2
1586
2
1
1
47
130
2032
66
1586
95
17
71
1586
1
1586
113
113
2
1
2
32
84
1
2
113
1
1586
1
1586
95
1
1
2
1586
95
237
2
11
2
1586
2
3
1586
1586
47
1998
68
66
2
1586
1
2
99
1
35
1586
2
4
104
11
1586
95
25
1530
2014
1586
301
2
237
2
1
1
24
1586
24
1
2
1691
1586
66
1
1586
35
26
112
99
1
1586
2
130
1
2
1586
112
102
41
2040
1586
11
1586
66
1586
130
104
11
2019
1586
1
1586
1586
53
2014
66
1586
58
1
130
1
1
66
2
104
131
49
1
99
1
2
84
1586
1
1
2
1
1
2
77
1
66
3
1
130
98
1
83
99
49
1586
26
47
2
25
1586
99
2020
1586
1586
66
1
2020
1641
1
1
1691
1
212
130
1586
1
2
1586
104
95
1365
1586
1
3
11
104
88
76
90
1586
1
99
1
54
99
11
1
67
2
130
1
95
113
26
1
113
1
1586
1
2
78
54
11
3
11
2
87
96
104
130
2
2
1586
1641
1641
113
1
4
1
2
83
1
1
2
35
1296
54
113
1586
2
1857
76
1
24
78
66
1
2
2
1
2
26
130
1
2
1
1586
2
2019
2
1586
1
69
1586
113
1
1
1586
95
11
1586
1586
113
83
11
2
26
54
130
26
1
2
32
87
1
88
1
1
1240
1
53
112
1442
1586
1586
63
104
112
1586
77
2
95
69
89
35
1
54
11
95
1586
1
1586
99
113
68
1
3
1586
1586
104
92
2
1586
66
1
72
24
11
54
2
2
1
1
1586
77
1
1
2032
1
54
2074
2
130
1
2
1
1
1
2
11
2
1
1
1
113
89
1586
1
1
1
1
113
1
1
2
26
1
1586
113
1586
1
2019
54
22
1
79
104
2
1
2
2
1374
1
3
1
130
95
22
2088
1
1586
2
1
2
66
1
1
2
1
55
1586
2019
1586
1550
54
1586
2
3
47
17
1
113
113
1
1399
1
2
1586
1
1586
95
54
1
2
4
72
113
131
1586
88
1
3
1
1
1
66
1
1
2
1586
104
1586
1240
1586
1586
26
78
1586
1586
1
4
113
1
1586
1
104
1586
76
1
102
2
1
2
1586
130
2
2
130
2
98
2
1586
26
130
2
1
1
95
3
1586
102
301
53
2014
25
4
1
2
66
95
1
26
1374
1691
2
1
1586
11
113
2
113
95
1
113
1817
113
1586
1
113
95
92
1586
67
3
26
102
2
1586
26
11
1240
11
1586
1
72
88
2
1
66
53
113
2
1586
11
4
1
1586
1586
1586
1586
2077
66
2
26
95
54
67
130
2
99
2
1586
2025
1
1825
41
1179
1586
2019
112
47
1
1
1550
113
76
2
11
95
1586
1
1
68
1586
1825
1586
89
76
88
104
11
2
1586
1
84
67
1
11
1
113
112
95
2
1586
4
1586
43
1
102
1
1586
1
95
41
2
2014
1512
1
32
1641
1586
130
1498
1586
112
1586
2
1
1586
95
24
1
77
95
2
113
1
237
3
1586
